Type,ID,Timestamp,Date,Customer Name,PM Name,User,UserID,Text Preview,Has Thread,Reply Count,Is Bot
"Thread Reply","1753095363.757819","1753095363.757819","2025-07-21","Oppty: Macquarie | Global Credential Pack*","Anurag Sharma","W4R4S9FS4","W4R4S9FS4","How can we achieve PDF to PPTX? PDFg?","false","0","false"
"Thread Reply","1753095494.057839","1753095494.057839","2025-07-21","Oppty: Macquarie | Global Credential Pack*","Anurag Sharma","W4R4S9FS4","W4R4S9FS4","I am thinking following for now: Authoring in PPT since these would be marketing team with design agency, convert in background to PDF, import into Designer and add placeholders for data, merge data when final doc requested and send PDF (or better PPTX if possible?) The challenge would be to avoid human error in adding the data annotation in template since it would map from excel data. WDYT?","false","0","false"
"Thread Reply","1753095541.001949","1753095541.001949","2025-07-21","Oppty: Macquarie | Global Credential Pack*","Anurag Sharma","W4R4S9FS4","W4R4S9FS4","<@W010NNJV7S8> and I were discussing about the DoComm POC done in hackthon for word/excel based doc authoring if we can expand to PPT based authoring with data in free flow excel.","false","0","false"
"Thread Reply","1753095679.829779","1753095679.829779","2025-07-21","Oppty: Macquarie | Global Credential Pack*","Anurag Sharma","W4RSW3ECC","W4RSW3ECC","pdf to pptx via pdfg: hopefully exportPDF should work <https://developer.adobe.com/experience-manager/reference-materials/6-5/forms/javadocs/index.html?com/adobe/fd/output/api/OutputService.html>","false","0","false"
"Thread Reply","1753095741.564029","1753095741.564029","2025-07-21","Oppty: Macquarie | Global Credential Pack*","Anurag Sharma","W4RSW3ECC","W4RSW3ECC","&gt; <@W010NNJV7S8> and I were discussing about the DoComm POC done in hackthon for word/excel based doc authoring if we can expand to PPT based authoring with data in free flow excel. Thats the 3rd option.. even if we are able to create it soon, maintaining it would take time.. We should do if this is big opportunity or there is enough repeatability.","false","0","false"
"Thread Reply","1753096121.620029","1753096121.620029","2025-07-21","Oppty: Macquarie | Global Credential Pack*","Anurag Sharma","W4R4S9FS4","W4R4S9FS4","Yes, <@W010NNJV7S8> will validate the proposal with SCs, partners to garner interest/repeatability.","false","0","false"
"Thread Reply","1753098324.179489","1753098324.179489","2025-07-21","Oppty: Macquarie | Global Credential Pack*","Anurag Sharma","W9QMZFR39","W9QMZFR39","<@W4R4S9FS4> , iirc, <@W010NNJV7S8>'s hackathkm required doc cloud apis to be invoked. Is that so? If yes, then this will require additional doc cloud license.","false","0","false"
"Thread Reply","1753127212.756929","1753127212.756929","2025-07-21","Oppty: Macquarie | Global Credential Pack*","Anurag Sharma","W5HEU5M7Y","W5HEU5M7Y","Good use case and thanks for the details ","false","0","false"
"Thread Reply","1753164071.590309","1753164071.590309","2025-07-22","Oppty: Macquarie | Global Credential Pack*","Anurag Sharma","W4R4S9FS4","W4R4S9FS4","<@W010NNJV7S8> I guess you mentioned the POC did not use DC APIs but is similar except that DC APIs use JSON data structure but the POC uses free flow excel data. Please confirm.","false","0","false"
"Thread Reply","1753179041.870949","1753179041.870949","2025-07-22","Oppty: Macquarie | Global Credential Pack*","Anurag Sharma","W010NNJV7S8","W010NNJV7S8","Yes we didn't use DC APIs. we built a custom service to serve for the hackathon usecase. from a productisation standpoint it needs to be further refined and converted to an API","false","0","false"
"Thread Reply","1753180299.263009","1753180299.263009","2025-07-22","Oppty: Macquarie | Global Credential Pack*","Anurag Sharma","W010NNJV7S8","W010NNJV7S8","We also did translation as part of the hackathon using AI","false","0","false"
"Engagement","1752823507.804559","1752823507.804559","* 2025-07-17","State of Pennsylvania*","Sakshi Arora","","","* Issues of SOP with latest private release were discussed. :todo_done: *","true","4","false"
"Thread Reply","1752837376.126259","1752837376.126259","2025-07-18","State of Pennsylvania*","Sakshi Arora","W4RSW3ECC","W4RSW3ECC","what is SOP ?","false","0","false"
"Thread Reply","1752837752.091479","1752837752.091479","2025-07-18","State of Pennsylvania*","Sakshi Arora","W4SG81T9C","W4SG81T9C","State of Pennsylvania (SOP), update: We will need to give an updated private release, there was a backward incompatible change which we are going to revert.","false","0","false"
"Thread Reply","1752837834.665729","1752837834.665729","2025-07-18","State of Pennsylvania*","Sakshi Arora","W4RSW3ECC","W4RSW3ECC","ok.. what was the change ? and I assume you are ensuring that the same is also going in the upcoming Forms + Sites release. cc: <@W4RU4N66R>","false","0","false"
"Thread Reply","1752837921.560649","1752837921.560649","2025-07-18","State of Pennsylvania*","Sakshi Arora","W4SG81T9C","W4SG81T9C","Yes, that is the plan.","false","0","false"
"Engagement","1752818519.768909","1752818519.768909","* 2025-07-17","LPL financial*","Yash Bhavsar","","","* • *PDF Conversion and Sync Code:* Mayank and Andy discussed the recent fixes and updates related to PDF conversion, including the need to keep the browser open during the process. Mayank mentioned that the async code for long PDFs has been pushed, and Andy acknowledged the update. • *Extra Sign Fi","true","6","false"
"Thread Reply","1752837473.335369","1752837473.335369","2025-07-18","LPL financial*","Yash Bhavsar","W4RSW3ECC","W4RSW3ECC","Isnt versioning for DAM assets like PDF, XDP supproted already ? cc: <@W4R5LUPK3>","false","0","false"
"Thread Reply","1753089417.442339","1753089417.442339","2025-07-21","LPL financial*","Yash Bhavsar","U0213T59LMN","U0213T59LMN","<@W4RSW3ECC>: The LPL ask is to have versioning in forms - they have heard somewhere and want to know how they can use it .  <@W4XTCQ07J>: LPL team wants some recommendation from our side : for following queries : • If they can have any kind of audit logs or edit history - is it available OOTB or if they can enable it with minimal effort  • As of now they are publishing form via following route : they need our suggestion if the whole process can be controlled and secured      ◦ Author persona cr","false","0","false"
"Thread Reply","1753162069.578619","1753162069.578619","2025-07-22","LPL financial*","Yash Bhavsar","U0213T59LMN","U0213T59LMN","Tagging <@W4SG81T9C> to answer above queries","false","0","false"
"Thread Reply","1753167682.024529","1753167682.024529","2025-07-22","LPL financial*","Yash Bhavsar","W4SG81T9C","W4SG81T9C","&gt; If they can have any kind of audit logs or edit history - is it available OOTB or if they can enable it with minimal effort Audit logs are supported OOTB. For audit log maintenance you may refer <https://experienceleague.adobe.com/en/docs/experience-manager-cloud-service/content/operations/maintenance?lang=en#purge-tasks>","false","0","false"
"Thread Reply","1753167832.259599","1753167832.259599","2025-07-22","LPL financial*","Yash Bhavsar","U0213T59LMN","U0213T59LMN","<@W4SG81T9C>: This is to purge audit logs - is there any doc to setup audit logs ?","false","0","false"
"Thread Reply","1753169106.135519","1753169106.135519","2025-07-22","LPL financial*","Yash Bhavsar","W4SG81T9C","W4SG81T9C","AFAIR its for both, but you may get it revalidated. <https://experienceleague.adobe.com/en/docs/experience-manager-cloud-service/content/operations/maintenance?lang=en#audit-purge> &gt;  &gt; Currently, purging is not enabled by default, but this will change in the future. &gt;  &gt; Environments that were created after the default purging is enabled will have the following default values: &gt;      Replication, DAM, and page audit logs older than 7 days are removed. &gt;       *All possible eve","false","0","false"
"Engagement","1752741694.640899","1752741694.640899","* 2025-07-16","NFCU*","Sunny Marwaha","","","* In last night meeting with NFCU, they highlighted 2 requirements which are critical for their upcoming golive plans in Oct 1. Support of IC rendering API to take data.json as input, they want similar experience that of Output API. Their upstream function doesnt allow any API to fetch data due to s","true","1","false"
"Thread Reply","1752741803.213409","1752741803.213409","2025-07-17","NFCU*","Sunny Marwaha","Unknown","","Hello!  Here’s the information we can forward to NFCU on the two items raised last night:  • *IC Render API – JSON input*    • Current GA behaviour (per internal thread 15 July) is that the Render API expects a *data.xml* that is fetched through an FDM data-source.  JSON can already be handled today by creating an FDM from the customer’s Swagger / JSON-schema and letting the service perform the JSON→XML transformation internally.  (Ref: <https://adobe.enterprise.slack.com/archives/C04D195JVGS/p1","false","0","true"
"Engagement","1752641688.566379","1752641688.566379","* 2025-07-15","NFCU*","Vijay Srivastva","","","* *Meeting Summary* – NFCU Requirements Review  NFCU has shared an Excel sheet outlining their requirements and identifying gaps in the current Interactive Communication (IC) Editor. The we have reviewed the document and sought clarification on the following use cases: 1.  *Data Mapping*     ◦ *Requ","true","22","false"
"Thread Reply","1752645066.547219","1752645066.547219","2025-07-16","NFCU*","Vijay Srivastva","WE163TH43","WE163TH43","cc: <@W4R5LUPK3> <@WQWCBV6NN> <@W9QMZFR39>","false","0","false"
"Thread Reply","1752645643.803789","1752645643.803789","2025-07-16","NFCU*","Vijay Srivastva","W4RSW3ECC","W4RSW3ECC","Thanks Vijay. Whats your thought on use of JSON data ?","false","0","false"
"Thread Reply","1752647379.572059","1752647379.572059","2025-07-16","NFCU*","Vijay Srivastva","W9QMZFR39","W9QMZFR39","<@U038XFD63GS> for render API’s OSGI APIs.","false","0","false"
"Thread Reply","1752647469.235459","1752647469.235459","2025-07-16","NFCU*","Vijay Srivastva","WE163TH43","WE163TH43","Hi Salil,  IMO We can support JSON data as input.  We are already using render API to generate pdf. The working of render API is as follows- • It fetches the data json from FDM data source and transform that to data.xml. So IMO That should work by using render API with additional data.json.","false","0","false"
"Thread Reply","1752647965.311969","1752647965.311969","2025-07-16","NFCU*","Vijay Srivastva","U038XFD63GS","U038XFD63GS","IMO, we should ask them to use FDM rather than adding support to upload a json data file in the API since FDM has several other features like schema validation for these cases.","false","0","false"
"Thread Reply","1752648318.333479","1752648318.333479","2025-07-16","NFCU*","Vijay Srivastva","WE163TH43","WE163TH43","I have clarified the requirements with NFCU regarding their intended use of JSON schema. They have confirmed that their use case specifically involves utilizing their own JSON schema for data binding. While I discussed the possibility of leveraging the Render API with FDM—without relying on external JSON data—they emphasized the need to pass JSON data aligned with their custom schema. To accommodate this, I proposed an alternative approach: using FDM without a data source. So there is no need to","false","0","false"
"Thread Reply","1752652462.203739","1752652462.203739","2025-07-16","NFCU*","Vijay Srivastva","W4RSW3ECC","W4RSW3ECC","ok, there may be some restrictions with JSON schema. So, perhaps a spec review of this - if we are exposing JSON input directly.","false","0","false"
"Thread Reply","1752655420.663879","1752655420.663879","2025-07-16","NFCU*","Vijay Srivastva","WE163TH43","WE163TH43","Details on Current Proposal Workflow: • The user creates a `FDM data source` using a Swagger file that defines the JSON schema. • This data source is used to configure FDM, which generates entities based on the schema. • The user then provides a `data.json` file that aligns with the FDM schema. • Similar to how `dorService` works—accepting JSON, converting it to XML, and sending it to the output service—the `IC Render Service` will:     ◦ Accept JSON input     ◦ Convert it to XML     ◦ Forward i","false","0","false"
"Thread Reply","1752660062.412799","1752660062.412799","2025-07-16","NFCU*","Vijay Srivastva","W9QMZFR39","W9QMZFR39","This will not require any additional work at our end and solve customer’s problem.","false","0","false"
"Thread Reply","1752660173.500369","1752660173.500369","2025-07-16","NFCU*","Vijay Srivastva","WE163TH43","WE163TH43","Just one task pending for this use case. We need to update `IC render API` to accept `json data` as well.","false","0","false"
"Thread Reply","1752660713.554619","1752660713.554619","2025-07-16","NFCU*","Vijay Srivastva","W9QMZFR39","W9QMZFR39","I guess that can be handled with FDM via custom prefill service. FDM provides a lot of goodness at its own level. Taking data directly as part of API will lead us to redo a lot of work which FDM already provides like schema validation, etc.  We need to educate the customer about this. The functionality they are asking is all there but there is a better mechanism to use it. We can have someone from FDM team on the call to explain this to the customer.","false","0","false"
"Thread Reply","1752662169.359079","1752662169.359079","2025-07-16","NFCU*","Vijay Srivastva","W4R5LUPK3","W4R5LUPK3","There have been similar requests from other customers as well (LPL. KB) where customer doesnt want FDM to be created, rather directly use Json Schema while Authoring and Render PDF with corresponding data.json either for DoR generation or Output usecase. Adding <@W6CBB4953> <@W4RU4N66R> <@U0213T59LMN> to guide on this flow and does FDM support Json schema is sufficient or we need to additional Json schema support","false","0","false"
"Thread Reply","1752669013.191659","1752669013.191659","2025-07-16","NFCU*","Vijay Srivastva","W4RU4N66R","W4RU4N66R","+1 for FDM based approach.","false","0","false"
"Thread Reply","1752669050.604379","1752669050.604379","2025-07-16","NFCU*","Vijay Srivastva","W4RU4N66R","W4RU4N66R","FDM support JSON schema actually its Json schema++ with operational details extra","false","0","false"
"Thread Reply","1752669340.278699","1752669340.278699","2025-07-16","NFCU*","Vijay Srivastva","W4RU4N66R","W4RU4N66R","How is data pulled from there system and provided to Render Service API?","false","0","false"
"Thread Reply","1752669350.786059","1752669350.786059","2025-07-16","NFCU*","Vijay Srivastva","W4RU4N66R","W4RU4N66R","Can't it configured directly as prefill via FDM?","false","0","false"
"Thread Reply","1752673492.157429","1752673492.157429","2025-07-16","NFCU*","Vijay Srivastva","WE163TH43","WE163TH43","As per the discussion they are writing their own servelet from where they want to call IC render api with json data. I don't think they want to configure prefill via fdm.","false","0","false"
"Thread Reply","1752673588.531049","1752673588.531049","2025-07-16","NFCU*","Vijay Srivastva","U0213T59LMN","U0213T59LMN","<@W4RU4N66R>  we had a discussion offline with sufyan and sunny - the customer is not retrieving any data from external system - they have data.json and they want to create xdp from the schema and they want to generate pdf based on data.json values to be merged with xdp template. I would not prefer fdm in this case as there is no retreival from external system","false","0","false"
"Thread Reply","1752676536.225379","1752676536.225379","2025-07-16","NFCU*","Vijay Srivastva","W4RU4N66R","W4RU4N66R","how does data.json is coming in 1st place?","false","0","false"
"Thread Reply","1752676561.565129","1752676561.565129","2025-07-16","NFCU*","Vijay Srivastva","W4RU4N66R","W4RU4N66R","At time of building we decided IC is the only support of data source","false","0","false"
"Thread Reply","1752677446.039899","1752677446.039899","2025-07-16","NFCU*","Vijay Srivastva","W4R5LUPK3","W4R5LUPK3","Currently in meeting with NFCU, data.json is coming from separate API, they want similar experience that of Output Service","false","0","false"
"Thread Reply","1752677517.962059","1752677517.962059","2025-07-16","NFCU*","Vijay Srivastva","W4R5LUPK3","W4R5LUPK3","So rather than pulling the data from the System, the Data system pushes it","false","0","false"
"Engagement","1752635902.692879","1752635902.692879","* 2025-07-15","Carpenter (4Point)*","Sudhanshu Singh","","","* We had a connect with 4Point for customer Carpenter to identify the issues they are facing with their could environment. • The environments were provisioned around April, and their pipeline is failing since. • They have created the pipeline for dev environment - but seems the repo is corrupt/empty","true","2","false"
"Thread Reply","1752641900.220739","1752641900.220739","2025-07-16","Carpenter (4Point)*","Sudhanshu Singh","W4XTCQ07J","W4XTCQ07J","<@W4RU4N66R> <@W4RSW3ECC> They have not yet started the development - but they have a usecase of custom submit - where Mayank had a connect earlier. But since they have not started - it would be good to pitch EDS to them.  4Point mentioned that they picked core-components - because everywhere is docs it was mentioned that core-components is recommended (the header we have in most pages). We should work with Khushwant to highlight EDS as primary option for new projects.","false","0","false"
"Thread Reply","1752643353.640149","1752643353.640149","2025-07-16","Carpenter (4Point)*","Sudhanshu Singh","W4RU4N66R","W4RU4N66R","Thanks for details <@W4XTCQ07J>","false","0","false"
"Engagement","1752601935.879449","1752601935.879449","* 2025-07-15","Abbvie*","Varun Dua","","","* Attendees • Shameem Gouse Lazam Sayyad • Shivendra Vikram Singh • Kevin Ausburn Meeting Notes:  *Introduction:* The team had some knowledge of Sites Optimizer and gave them an introduction of the Forms Opportunities. Shivendra mentioned that it is good that Form Opportunities are also presented wi","true","8","false"
"Thread Reply","1752625761.536129","1752625761.536129","2025-07-16","Abbvie*","Varun Dua","W4XTCQ07J","W4XTCQ07J","They acknowledged that the time is right since they would be authoring new forms and these learning would help. Also since going forward agencies would be creating the forms - it becomes even more relevant (as they would have less control on new forms).","false","0","false"
"Thread Reply","1752625824.941829","1752625824.941829","2025-07-16","Abbvie*","Varun Dua","W4XTCQ07J","W4XTCQ07J","They confirmed that they plan to remain on core-components, no plans for EDS for now. cc: <@W4RSW3ECC>","false","0","false"
"Thread Reply","1752632399.243869","1752632399.243869","2025-07-16","Abbvie*","Varun Dua","W4XTCQ07J","W4XTCQ07J","Pankaj confirmed that he is using Form Experience Builder and tried various prompts last week - which worked well. He plans to try more - this week. We did not cover in details - since it was a packed schedule :slightly_smiling_face: . cc: <@W4RU4N66R>","false","0","false"
"Thread Reply","1752632796.520969","1752632796.520969","2025-07-16","Abbvie*","Varun Dua","W4XTCQ07J","W4XTCQ07J","Shameem/Kevin would be connecting with Shivendra and confirming on the next steps (Shivendra had to drop after 30 mins for another meeting).  Though Shivendra did mention that he had a connect for Sites Optimizer for optimizing Sites (which is coming with ~ 1 month trial) - so they would need to plan for that - but for Forms Arun clarified that this was still in EA and separate from the engagement - where the 1 month restriction did not apply (at least till EA). But he was happy to see both conv","false","0","false"
"Thread Reply","1752636063.167169","1752636063.167169","2025-07-16","Abbvie*","Varun Dua","W4RSW3ECC","W4RSW3ECC","thank you Sud","false","0","false"
"Thread Reply","1752637055.847739","1752637055.847739","2025-07-16","Abbvie*","Varun Dua","W4RU4N66R","W4RU4N66R","Thanks <@W4XTCQ07J>, Can we schedule a meeting with them to walk through the new *Gen AI capabilities*, like *image/PDF to Adaptive Form conversion*? We will also try to understand how they are currently using it and gather any feedback.  <@U0213T59LMN> can you analysis what kind of prompt they were using?","false","0","false"
"Thread Reply","1752676354.381649","1752676354.381649","2025-07-16","Abbvie*","Varun Dua","W4XTCQ07J","W4XTCQ07J","Yes, we could start a thread on slack as well to check their availability - or initiate a mail thread - WDYT?","false","0","false"
"Thread Reply","1752767996.015779","1752767996.015779","2025-07-17","Abbvie*","Varun Dua","W5HEU5M7Y","W5HEU5M7Y","Let’s wait on Gen AI for about a week, let’s focus on one thing at a time..and we can start talking Gen AI as a follow up","false","0","false"
"Engagement","1752590518.203729","1752590518.203729","* 2025-07-15","LPL financial*","Yash Bhavsar","","","* • Model bump and some other improvements radio button getting detected correctly and all options coming in for the radio buttons.      ◦ *Action item - Engineering team (changes have been done some test failures did not allow for deploy, targetting this for tomorrow)* • Double sign field coming   ","false","0","false"
"Engagement","1752571527.287109","1752571527.287109","* 2025-07-14","Stericycle*","Varun Dua","","","* Attendees • *Colin Vlasak* – Marketing Owner, Stericycle &amp; Shred-it • *Dillon Sorensen* – Colin’s Manager, Waste Management (parent company of Stericycle)  *Meeting notes*  *Explained Site Optimizer:* • Demonstrated how Site Optimizer uses operational telemetry and AI analysis to surface acces","true","1","false"
"Thread Reply","1752571888.647799","1752571888.647799","2025-07-15","Stericycle*","Varun Dua","W4RSW3ECC","W4RSW3ECC","Thanks for the notes. Looking forward for July 28 week meeting","false","0","false"
"Engagement","1752227720.519739","1752227720.519739","* 2025-07-10","LPL Financials*","Mayank Agarwal","","","* *PDF Conversion Issues:* Mayank and Andy discussed the issues with PDF conversion, specifically the multiple sign-up fields and the XML generated with respect to the table component. Andy confirmed that the previously converted forms are live and they are continuing to use the other process while ","true","3","false"
"Thread Reply","1752232987.729219","1752232987.729219","2025-07-11","LPL Financials*","Mayank Agarwal","W4R4VBWQG","W4R4VBWQG","<@U0213T59LMN> how I can get the word document that LPL has shared?","false","0","false"
"Thread Reply","1752233150.823239","1752233150.823239","2025-07-11","LPL Financials*","Mayank Agarwal","U0208FN960H","U0208FN960H","<@W4R4VBWQG> they have shared the below docs","false","0","false"
"Thread Reply","1752236117.570399","1752236117.570399","2025-07-11","LPL Financials*","Mayank Agarwal","W4R4VBWQG","W4R4VBWQG","<@U0208FN960H> I think for now current sample PDF is sufficient for reproducing the issue. However, it would be helpful if we could also get the PDF that was generated by converting the Word document. This will allow us to confirm whether that PDF(unmodified by Designer) contains the signature field. cc: <@W4R5WN6LR>","false","0","false"
"Engagement","1752203443.361069","1752203443.361069","* 2025-07-10","NFCU*","Sunny Marwaha","","","* NFCU went live with their first AF usecase <https://www.navyfederal.org/forms/lending/ccdr/ccdr.html>  In the meeting NFCU, highlighted few other requirements and they mentioned that there is good traction among other departments after the success of AF and IC. • Deploy IC latest build on Dev2 and","true","2","false"
"Thread Reply","1752206745.668319","1752206745.668319","2025-07-11","NFCU*","Sunny Marwaha","W9QMZFR39","W9QMZFR39","&gt; • Automated Custom Metadata which is readonly Elaboration please.","false","0","false"
"Thread Reply","1752229151.177289","1752229151.177289","2025-07-11","NFCU*","Sunny Marwaha","W4R5LUPK3","W4R5LUPK3","All these requirements were stated just as mentioned above, have seek more clarity from NFCU","false","0","false"
"Engagement","1752144477.243999","1752144477.243999","* 2025-07-10","Nedbank*","Devendra Gurjar","","","* *Deskside Coaching - AEM Translation* Agenda: • Sites     ◦ *Overview AEM Translation Framework* : Learn how AEM handles multilingual content using Translation Projects and integration with translation providers.     ◦ *Executing Translation for Sites (with Demo)* : Hands-on session on translating","true","1","false"
"Thread Reply","1752144512.230909","1752144512.230909","2025-07-10","Nedbank*","Devendra Gurjar","WQ6GEBZHN","WQ6GEBZHN","cc : <@W4XTCQ07J> <@W6CBB4953> <@W4RT1B152>","false","0","false"
"Engagement","1752054189.826009","1752054189.826009","* 2025-07-08","LPL Financials*","Mayank Agarwal","","","* • *PDF Conversion Issues:* Darshan and Andy discussed the issues related to converting Word documents to PDFs, including formatting problems and the need for cleanup. They also explored options for retaining signature fields in the converted PDFs.     ◦ *Conversion Process:* Darshan and Andy discu","true","6","false"
"Thread Reply","1752056592.387979","1752056592.387979","2025-07-09","LPL Financials*","Mayank Agarwal","W4RU4N66R","W4RU4N66R","<@U0213T59LMN> In today scrum I was suggesting put a short summary on customer channel about alignment and next steps along with owner  Alignments on last meeting • *Using Template* - For common field like application id use template and use prompt to remove field while conversation • Repeatable Panel - Using repeatable panel for table. Critical issues • *PDF Conversion Issue:* Investigate and provide a fix for the issue where signed fields appear twice in the converted PDF - Adobe • *Missing Da","false","0","false"
"Thread Reply","1752056659.466659","1752056659.466659","2025-07-09","LPL Financials*","Mayank Agarwal","W4RU4N66R","W4RU4N66R","Async support or batch is not a blocker and we are ready to support but we need to push customer to execute atleast 1 batch","false","0","false"
"Thread Reply","1752056886.399549","1752056886.399549","2025-07-09","LPL Financials*","Mayank Agarwal","U0208FN960H","U0208FN960H","<@W4RU4N66R> Have posted a summary including action items for them and us discussed in yesterday's meeting here- <https://teams.microsoft.com/l/message/19:e7tLs8oORzTmw47FXrGPT6RLPRbYNtQcN3RpYq7Chho1@thread.tacv2/1752056799041?tenantId=fa7b1b5a-7b34-4387-94ae-d2c178decee1&amp;groupId=717b0285-5414-4a3f-bc5c-dfba46e78d66&amp;parentMessageId=1752056799041&amp;teamName=forms-lpl&amp;channelName=forms-lpl&amp;createdTime=1752056799041|Yash Bhavsar: 8th July Meeting notes | forms-lpl > forms-lpl | Mi","false","0","false"
"Thread Reply","1752057343.657979","1752057343.657979","2025-07-09","LPL Financials*","Mayank Agarwal","U0213T59LMN","U0213T59LMN","&gt; Async support or batch is not a blocker and we are ready to support but we need to push customer to execute atleast 1 batch <@W4RU4N66R>: In that 19 forms batch we have 4 forms which are &gt;40 pages and we are unable to even generate AF forms from them - this is a blocker for them . For first two critical issues - Lets sync up with <@W9QMZFR39>if his team can provide a fix by early next week then in parallel we can focus on async support . Batch is separate from async - we have some quick ","false","0","false"
"Thread Reply","1752066007.506669","1752066007.506669","2025-07-09","LPL Financials*","Mayank Agarwal","W4RU4N66R","W4RU4N66R","&gt; In that 19 forms batch we have 4 forms which are &gt;40 pages and we are unable to even generate AF forms from them - this is a blocker for them . This was discussed in scrum some of it is due to page having big table if thats case then suggested to 1st fix table to repeatable panel","false","0","false"
"Thread Reply","1752068030.074139","1752068030.074139","2025-07-09","LPL Financials*","Mayank Agarwal","U0208FN960H","U0208FN960H","<@W4RU4N66R> timeout error is not because of the issue we discussed today where table had many rows. Timeout will come when we have many pages in the pdf. The one we discussed was json decode error which was happening because of token limit issue.","false","0","false"
"Engagement","1751867523.769939","1751867523.769939","* 2025-07-03","LPL Financial*","Satya Deep Maheshwari","","","* Generated by AI. Make sure to check for accuracy. Meeting notes: • *Bindings Issue:* Satya Deep and Raciel discussed the bindings issue, with Satya suggesting reimporting the form with a different name to ensure the bindings work. Raciel agreed to try this approach.     ◦ *Reimporting Forms:* Saty","false","0","false"
"Engagement","1751434842.598499","1751434842.598499","* 2025-07-01","NFCU*","Prateek Awasthi","","","* 1. NFCU has successfully completed the archetype changes on top of their existing Archetype version 52, *enabling full* use of the IC Editor. 2. Harish and Adarsh from NFCU reported a 401 error while accessing the editor. Upon checking Splunk logs on the call, we found that they were not part of t","true","1","false"
"Thread Reply","1751439570.052569","1751439570.052569","2025-07-02","NFCU*","Prateek Awasthi","W4R5LUPK3","W4R5LUPK3","<@U03Q109GQMT> <@WE163TH43> I am in favor of twice/week meeting and addressing issues in offline mode (email is their preferred way). Can you please share these details over email to NFCU team and including me and we can discuss the same.","false","0","false"
"Engagement","1751426323.910069","1751426323.910069","* 2025-07-01","LPL Financial*","Yash Bhavsar","","","* • *Local Test Harness Setup*: Satya Deep and Raciel discussed the local test harness setup. Satya mentioned that they had set it up and tested a couple of forms. They observed that all fields were populated for one form, but some fields were missed for another. Yash has been working on a fix, and ","false","0","false"
"Engagement","1751351277.366189","1751351277.366189","* 2025-07-01","Ministry of Social Development (MSD) - NZ*","Talmiz Ahmed","","","* • Answered queries regarding implementation of custom components in EDS via UE. They had implemented a few but without following the right approach which caused a lot of issues in the code for them. • Helped them with discovery of functionalities within rule editor for their use cases. :todo_done:","true","10","false"
"Thread Reply","1751355155.706649","1751355155.706649","2025-07-01","Ministry of Social Development (MSD) - NZ*","Talmiz Ahmed","W4R5LUPK3","W4R5LUPK3","FYI <@U03SKJ044LV> from LAS team is also involved with this customer cc: <@W4RU4N66R>","false","0","false"
"Thread Reply","1751423229.844619","1751423229.844619","2025-07-02","Ministry of Social Development (MSD) - NZ*","Talmiz Ahmed","W4RT1B152","W4RT1B152","Can you pls elaborate on the incorrect approach they are following and what are the issues they faced due to that approach and how can we improve so that no other developers fall in the same pit? This should be very important as simplified custom component is the primary driver behind UE adoption and lower TTV.  <@W4RU4N66R>","false","0","false"
"Thread Reply","1751435452.212849","1751435452.212849","2025-07-02","Ministry of Social Development (MSD) - NZ*","Talmiz Ahmed","U03QB0GK45Q","U03QB0GK45Q","Their main problem was that they were modifying/taking things out of the product code like `form.js` to tailor to their use case. I had shared the documentation links and ended up walking through the custom component creation process to clear out doubts and they said they'd refactor with the right approach.","false","0","false"
"Thread Reply","1751465680.190589","1751465680.190589","2025-07-02","Ministry of Social Development (MSD) - NZ*","Talmiz Ahmed","W4RU4N66R","W4RU4N66R","<@W4RT1B152>- We suggest them to raise issue in boilerplate for any queries so that it can help in other customers or partners","false","0","false"
"Thread Reply","1751465700.828639","1751465700.828639","2025-07-02","Ministry of Social Development (MSD) - NZ*","Talmiz Ahmed","W4RU4N66R","W4RU4N66R","&gt; This should be very important as simplified custom component is the primary driver behind UE adoption and lower TTV. Its not about TTV but discovery problem as we dont have any documentation","false","0","false"
"Thread Reply","1751465723.630439","1751465723.630439","2025-07-02","Ministry of Social Development (MSD) - NZ*","Talmiz Ahmed","W4RU4N66R","W4RU4N66R","<@WAM5KDYBZ> :point_up:","false","0","false"
"Thread Reply","1751466211.724089","1751466211.724089","2025-07-02","Ministry of Social Development (MSD) - NZ*","Talmiz Ahmed","W4RT1B152","W4RT1B152","Where do we suggest them to raise issues? Is it documented anywhere to raise such issues.","false","0","false"
"Thread Reply","1751468093.460879","1751468093.460879","2025-07-02","Ministry of Social Development (MSD) - NZ*","Talmiz Ahmed","W4RT1B152","W4RT1B152","This discovery problem is one of the reasons contributing to TTV (and therefore, diminishing the impact of UE based customisation)","false","0","false"
"Thread Reply","1751470742.905649","1751470742.905649","2025-07-02","Ministry of Social Development (MSD) - NZ*","Talmiz Ahmed","WAM5KDYBZ","WAM5KDYBZ","<@W4RU4N66R>, It is explained here <https://experienceleague.adobe.com/en/docs/experience-manager-cloud-service/content/edge-delivery/build-forms/universal-editor/create-custom-component|https://experienceleague.adobe.com/en/docs/experience-manager-cloud-service/content/edge-d[…]ry/build-forms/universal-editor/create-custom-component> . Let me know if my understanding is incorrect.  Shall work on its SEO. <@U03QB0GK45Q> is there any feedback for it from customer?","false","0","false"
"Thread Reply","1751475059.247149","1751475059.247149","2025-07-02","Ministry of Social Development (MSD) - NZ*","Talmiz Ahmed","W4RU4N66R","W4RU4N66R","&gt; Where do we suggest them to raise issues? Forms Boilerplate -&gt; issues","false","0","false"
